Title,Abstract,Name1,Company1,url
Cloud Native Late Bloomers: Overcoming Fears and Finding Leadership,"In recent years, companies have embarked on digital transformations, embracing CNCF technologies like Kubernetes, Prometheus, and ArgoCD for their daily tech needs. It is important to recognize that CNCF projects thrive on human contributors in order to keep them going.

Many longtime software developers have spent years working with closed-source tooling and have had limited exposure to open source software (OSS). As their companies embarked on a cloud native transformation they were suddenly exposed to the vibrant community around CNCF OSS projects, including easy access to project maintainers.

While focus on recruiting open source contributors often centers on entry-level engineers and non-coders, it's important to consider experienced engineers who adopted Cloud Native technologies later in their careers. Many seasoned developers hesitate to contribute due to feeling underqualified or uncertain, limiting the potential for valuable contributions. 

This session shows that it's never too late to contribute to open source, by addressing these fears. It explores the late-blooming Cloud Native journey of one seasoned engineer's evolution from consumer to contributor to leader, and the hurdles she overcame. Key takeaways include the importance of contributing to Cloud Native open source at any career stage and the business value unlocked through community engagement.

For consumers of open source software, contributing is a way to give back, improving the software that so many rely on. Start contributing now, as it's never too late!",Adriana Villela,,https://adri-v.medium.com
Embracing Platformless: A Revolutionary Approach to Enterprise Software Engineering,"In this session, Asanka introduces ""platformless"" computing – a groundbreaking framework for enterprise software engineering with potentially greater impact than the move from app server to serverless. He will unravel how shifting from traditional platform-centric models to a platformless strategy simplifies and enhances the application development and delivery process. Focusing on key concepts like API-first, cloud native middleware, platform engineering, and developer experience (DX), the presentation will showcase how platformless integrates these elements for increased agility and innovation. Attendees will learn how this approach can fundamentally transform enterprise software engineering, emphasizing efficiency, scalability, and a focus on creating impactful applications.",Asanka Abeysinghe,,https://blog.architect2architect.com/
Cloud agnostic & multi tenant application challenges and solutions,"Building a cloud-agnostic multi-tenant Software as a Service (SaaS) application poses several challenges, given the diverse nature of cloud platforms and the need to cater to different tenants with varying requirements. In this session, I'll share lessons learned after building a few cloud-agnostic multi-tenant SaaS applications. This session focuses on building applications rather than cloud infrastructure. The high-level agenda is as below:-
- What is Cloud Agnostic?
- Why Cloud Agnostic?
- How to design cloud agnostic app?
- Challenges
- Best practices to build multi tenant SaaS application",Abhay Dutt Paroha,,
Unlock Efficiency: Cost-Effective Kubernetes Workload Optimization with KEDA and Karpenter,"Embark on a journey to revolutionize your Kubernetes workloads and streamline costs! Our pitch, ""Cost-Efficient Optimization for Workloads in Kubernetes (EKS) with KEDA and Karpenter,"" is your gateway to resource efficiency, scalability, and Kubernetes excellence.

In a world where efficiency is paramount, imagine dynamically scaling workloads based on demand, optimizing resource consumption with KEDA. Visualize automated node scaling, thanks to Karpenter, ensuring optimal resource allocation and reducing operational overhead.

Join us to discover how KEDA and Karpenter, in harmony with Kubernetes (EKS), can reshape your infrastructure, making it lean, agile, and cost-effective. The future is efficient, and we invite you to unlock this efficiency without compromising performance.

Ready to optimize costs without compromise? Let's unlock efficiency together with KEDA and Karpenter! ",Naresh Waswani,,https://www.linkedin.com/in/nwaswani/
Demystifying Storage in Kubernetes,"Demystifying Storage in Kubernetes
=============================

A founding fact of Kubernetes is rooted in running stateless, scale-out, lightweight containers, believe it or not, almost 9 years after going open source, such workloads form a good majority in any cloud native ecosystem, what about stateful ones? Nah, we will rather use VMs, Kubernetes storage, just way too complex and often fragile. That's what we hear even from seasoned pros.

Honestly, not their fault either, container and Kubernetes native storage has been on an evolution path but all signs have looked promising, running stateful applications such as databases is a now a reality for many enterprises who embraced cloud native. Kubernetes from it's really early versions have supported many constructs to bring persistent storage as a first class citizen, built-in and not bolt-on as they say. In-tree volumes, PersistentVolume, PersistentVolumeClaim, StorageClass are some of the native Kubernetes ""kinds"" which you have probably heard and used both, then came along the game changer, the Container Storage Interface specification (CSI), which unlocked the storage innovation and allowed experts in this field to independently improve the state of storage in Kubernetes.

Today, we see projects like Long Horn, Open EBS, Rook and many commercially provided & supported solutions pioneering in this space, yes storage remains a relatively harder aspect of managing Kubernetes native workloads but it's not a novelty anymore, thanks to CSI spec, which drove Kubernetes adoption for running even mission critical databases. While all of it sounds a lot to chew upon, once you get your fundamentals correct, nothing seems impossible!

In this talk, we will start at a very fundamental level of understanding container storage in general and scale our way up to how Kubernetes deals with storage needs of your workloads, what is CSI and how it works, we will finish the talk with a live demo on running stateful application (a database) in a K8 cluster which uses an open source CSI provider to meet the storage demands.
",Rohit Mishra,,https://www.linkedin.com/in/rohit-mishra-bb83b932/
Modernize without the madness: Transforming monoliths to microservices in a phased approach,"The monolithic architecture, while providing stability and familiarity, can become a bottleneck for innovation and agility. Migrating to a microservices architecture offers numerous benefits, such as improved scalability, maintainability, and deployment speed. However, undertaking such a large-scale transformation can be daunting, often leading to project complexity and disruption.

This session presents a practical and phased approach to effectively modernize applications, while minimizing risk and ensuring business continuity. We will explore the strangler fig pattern, a proven strategy that gradually replaces monolith functionality with new microservices, effectively ""strangling"" the old system while keeping it operational. By the end of this session, attendees will gain valuable insights and actionable strategies to embark on their own modernization journey.",Hareesh Iyer,,https://www.linkedin.com/in/hareeshiyer?original_referer=https%3A%2F%2Fwww.google.com%2F
Synergizing Threat-Informed Defense: When Cloud Attack Emulation Meets Detection Engineering,"Cloud Detection and Resposne (CDR) is an evolving approach to proactively defending cloud infrastructure against cyber-attacks. CDR takes a lot of approaches from traditional Threat Detection and Incident Response (TDIR) and applies these approaches to cloud-native infrastructure. This approach allows for optimized strategies specifically designed to fit the cloud-native threat landscape, given the limitations of traditional TDIR in cloud-native infrastructure.


CDR strategies combine cloud threat detection and incident response by employing several techniques, including active monitoring, log analytics, threat intelligence, incident response, forensic analysis, and threat analysis. This is advantageous since security teams are enabled to be agile and more productive; hence, CDRs are rapidly becoming essential tools for security teams focused on protecting cloud-native infrastructure, including detection engineers, cloud security engineers, cloud incident responders, and SOC teams.
However, enabling efficient CDR strategies is challenging for several reasons, including cloud complexities, insufficient expertise, and cloud misconfiguration. These challenges often lead to blindspots; some cloud attacks are undetected, leading to successful compromises. Furthermore, the ephemerality of cloud resources requires continuous assessment, validation, and configuration of CDR to align with the evolving threat landscape. This level of security validation is challenging for most teams, and there are hardly solutions that can be easily leveraged.
Cloud Attack Emulation is an evolving approach to cyber security that employs empirical evaluation of security controls to gain evidence about their effectiveness via quick feedback loops proactively. These feedback loops, a core of system thinking, allow for quick analysis and adaption of security systems to stay ahead of cyber attacks. Detection engineers can easily leverage cloud attack emulation to enhance detection logic's accuracy and efficiency by emulating real attacks for testing. These cloud attacks are aligned with the MITRE ATT&CK framework, thus allowing organizations to be Threat-Informed while reducing alert fatigue.
",Kennedy A Torkura,,"https://mitigant.io/blog/, https://medium.com/@run2obtain,https://dev.to/run2obtain"
Building a Modern Enterprise Data Ecosystem on Cloud: Challenges and Opportunities,"Title: Building a Modern Enterprise Data Ecosystem on Cloud: Challenges and Opportunities
Abstract: 
Establishing an enterprise data ecosystem from scratch presents a formidable challenge, especially when integrating with existing data systems. Addressing organizational structures and transitioning to a new platform can be complex. However, the benefits of migrating to a modern cloud-based data ecosystem are substantial.
This presentation delves into various aspects and components essential for constructing a modern enterprise data ecosystem on the cloud. Key areas include:
Data Domain Design and Modeling: Exploring strategies for dividing data into domains, encompassing delta/master data and external data sources, to form a comprehensive data inventory.
People and Roles: Identifying the roles and responsibilities crucial for the functionality of the data ecosystem, including managing data systems such as catalogs, data quality, and data lineage.
Big Data Storage Systems: Evaluating various platforms tailored to store data for specific purposes efficiently.
Data Transfer Service: Examining mechanisms for seamless data transfer between systems.
User Experience: Introducing data marketplaces and defining personas, including Machine Learning (ML) users, to enhance usability and accessibility.
Data Governance: Addressing schema evolution, governance, risk, compliance, and ensuring regulatory adherence.
Infrastructure: Highlighting the importance of a well-structured and scalable infrastructure to support data operations (DataOps).
Security and Access Control: Implementing robust security measures and access controls to safeguard sensitive data.
Scan and Remediation: Utilizing whitelisting techniques for effective scanning and remediation of data vulnerabilities.
Data Migration: Streamlining the process of migrating data to the cloud while minimizing disruption.
Data Consumption: Facilitating efficient data consumption methods to extract maximum value from the ecosystem.
Machine Learning (ML): Integrating ML capabilities to derive actionable insights and enhance decision-making processes.
Audit: Implementing audit trails and mechanisms to ensure transparency and accountability in data operations.
This presentation offers insights into the complexities and intricacies of building a modern enterprise data ecosystem while emphasizing the transformative potential and opportunities it presents for organizations.
",Raja Chattopadhyay,,https://www.linkedin.com/in/raja-chattopadhyay-b495bbb/
Journeying through the Tales of Telemetry - A Dive into the OpenTelemetry Framework,"In the vast landscape of modern computing, understanding the inner workings of our systems is paramount. Observability and telemetry play pivotal roles in this quest for insight, enabling us to unravel the mysteries within software and infrastructure. 

Join us on a captivating journey through the tales of telemetry as we explore the fundamental concepts and practical applications of observability. We will understand the insights that are obtained through a combination of logs, metrics and traces, and also understand what these contain. 

Within this presentation, we'll delve deep into the OpenTelemetry framework, a powerful toolset designed to empower development and operations teams alike in their quest for visibility. Whether you're a seasoned professional or a curious newcomer, this talk promises to enlighten and inspire, equipping you with the knowledge and skills to navigate the complexities of observability with confidence.",Siddhant Khisty,,https://github.com/siddhant-khisty
Securing the Sky: Strategies for Protecting Against Cloud Hacking,"""Securing the Sky: Strategies for Protecting Against Cloud Hacking"" is a dynamic presentation designed to give essential knowledge and tactics for protecting their data in the cloud. As businesses increasingly rely on cloud computing for storing and processing sensitive information, the risk of cyber-attacks increases. This session delves into the latest advancements in cloud security, offering insights into emerging threats and practical strategies for mitigating them. From encryption and access controls to threat detection and incident response, attendees will gain valuable insights and actionable takeaways to bolster their organization's defenses against cloud hacking.",Sena Yakut,,https://www.linkedin.com/in/sena-yakut/
Securing CI/CD runners through eBPF agent,"CI/CD pipelines are complex environments. This complexity requires methodical comprehensive reviews to secure the entire stack. Often a company may lack the time, specialist security knowledge, and people needed to secure their CI/CD pipelines. Realising these facts; cyberattacks targeting CI/CD pipelines has been gaining momentum, and attackers increasingly understand that build pipelines are highly-privileged targets with a substantial attack surface. In this presentation, we will share some of our observation through showing different flavours of attack on possible development pipelines, and introduce a tool to detect them.",Mert Coskuner,,https://medium.com/@mcoskuner
Leadership 2.0: Adapting to Tech-Driven Paradigms,"Leadership 2.0 is a necessity in today's quickly changing technology business. This session goes into the critical requirement for leadership development, emphasizing agility, adaptability, and a forward-thinking mindset for success in tech-driven paradigms. Over the last ten years, including a considerable period at Amazon, I've developed my understanding of leadership dynamics. The conversation addresses the essence of Leadership 2.0, based on my experience leading projects such as the extensive Amazon books category launch across Europe and the geographical deployment of Amazon Freight. We'll look at real-world applications, methods, and the mentality necessary for effective leadership in today's fast-paced technology landscape. Prepare to lead with confidence, overcome uncertainty, and achieve success in the digital age.",Tanvi Mishra,,https://www.linkedin.com/in/tanvi-mishra0104?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app
Cloud Computing and Serverless Programming ,"In this talk, I will delve into the dynamic realms of Cloud Computing and Serverless Programming, offering a comprehensive exploration of their significance in modern software development. Starting with an overview of Cloud Computing, we'll dissect its core principles and advantages, paving the way for a seamless transition to the revolutionary concept of Serverless Programming.

Navigating through real-world examples and case studies, I'll illustrate how these technologies are reshaping the landscape of software engineering. Drawing from my extensive background as a Software Engineer and Team Lead at Microsoft, I'll share practical insights on leveraging Cloud Computing for scalability, flexibility, and cost efficiency. We will unravel the intricacies of Serverless Programming, exploring its benefits in terms of reduced operational overhead, rapid development cycles, and optimal resource utilization.

The talk will cover essential topics such as cloud service models, deployment strategies, and best practices for building serverless applications. Participants will gain actionable knowledge to implement cloud-native solutions, enhance development agility, and drive innovation in their projects. Whether you're a seasoned developer or just starting in the field, this talk promises to demystify Cloud Computing and illuminate the path to mastering Serverless Programming.",Artem Lebedev,,https://www.linkedin.com/in/artem-lebedev-768387144/
 Supply and demand in social marketplaces: how to solve cold-start problem?,"In this session, we'll look at the subtle dynamics of supply and demand in social marketplaces, with a focus on solving the difficult cold-start problem. I'll explain methods and techniques developed over years of experience at Avito, where I led product lines and navigated the complexity of user engagement. From utilizing user profiles to implementing subscription models, we'll look at novel ways to kickstart interactions and catalyze network effects. Practical insights and case studies will demonstrate the subtleties of cultivating a thriving ecosystem while assuring scalability and sustainability. Join me as we solve the intricacies of supply-demand balance and enable your marketplace to thrive.",Igor Sedachev,,https://www.linkedin.com/in/sedachev/
Development and Productionize the AI and ML algorithm in Cloud Environment,"In this talk, I will unravel the complexities of Development and Productionizing AI/ML algorithms in a Cloud Environment. Beginning with an overview of the latest advancements, I'll guide you through the essential steps of algorithm development, emphasizing the integration of cloud technologies. We'll explore strategies to optimize code for scalability and performance, ensuring seamless deployment.

I'll share insights into cloud-native tools and platforms, demystifying the process of transitioning from development to a production-ready state. Practical tips on managing data pipelines, handling model versioning, and orchestrating workflows will be provided, drawing from my extensive experience as a seasoned data scientist and technologist.

The talk will delve into best practices for monitoring and maintaining deployed models, touching upon topics such as auto-scaling, resource allocation, and security considerations. Real-world case studies will illuminate the successes and challenges encountered in deploying AI/ML solutions at scale.

Attendees will gain a deep understanding of the cloud ecosystem's role in streamlining AI/ML workflows, making them well-equipped to harness the full potential of cloud resources. This session is tailored for developers, data scientists, and tech enthusiasts eager to navigate the intersection of AI/ML and cloud technologies.",Deepak Karunanidhi,,https://www.linkedin.com/in/akdeepak85
Hono: Multi-Runtime Web Framework for the Edges,"Today, choosing a serverless provider often creates vendor lock-in as JavaScript runtimes differ in their APIs and their availability. Same thing applies to regular JavaScript runtimes: you can't just execute your Node.js code in Deno, for example.

Here is where Hono comes in, a new TypeScript web framework based on latest web standards: it can run on the edges and in usual runtimes like Node.js, Deno and Bun. This allows your project not only to be easily and quickly migrated between AWS Lambda and Cloudflare Workers, for example, without any code modifications, but also from serverless providers to the server clouds and vice versa.

This is made possible by recent major developments in platform and framework interoperability. Companies like Cloudflare, Deno, Vercel and many others formed WinterCG, a community group focusing on interoperability of web APIs. Today, JavaScript Web Standard APIs include Request and Response objects, which can be used not only in fetch() for fetching resources, but also in web frameworks for defining API logic.

In this talk, we are going to explore why Hono might be perfect for your current and new APIs and how the industry is changing to promote interoperability and better web standards.",Nikolay Pryanishnikov,,https://ks.gg
Making Sense of Mixed Application Deployments,,DeveloperSteve,,https://developersteve.com
Empowering Multi-Cluster Deployments: Absolute Guide to Kubernetes Gateway API,"Learning the ins and outs of multicluster installations has become crucial in the ever-changing world of modern applications. The scalability, robustness, and high availability demanded by today's distributed and international user groups depend heavily on these implementations. The central component of this project is the Kubernetes Gateway API, a potent tool capable of managing workloads across several Kubernetes clusters.

In this session,I would dive into the intricacies of multicluster deployments and examine their significance in the modern application ecosystem. I would also analyse the Gateway API and show how it makes managing ingress and routing in multi cluster systems easier.

Also discuss the best strategies like blue green , canary deployment which can help them to scale the deployment and also to optimise their cost.",Neel Shah,,https://www.linkedin.com/in/neel-shah-07460218a/
