Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Teaser
No,lessons learned,Lian Li,Engineering Manager,Container Solutions,,,,Kubernetes won't save you,"Kubernetes has become the new darling of the infrastructure world. Not only is it a great piece of technology for managing your containers, but in conjunction with the possibility to rent managed clusters from any of the big Cloud providers, Kubernetes offers organisations the possibility to get rid of the shackles of hosting and/or managing one’s infrastructure.

But that does not mean that Kubernetes is a one-size-fits-all solution. Especially in big corporations, bigger, systemic and/or more pressing problems could be revealed while implementing a big shift like moving to the cloud. As consultants, we can often observe the chaos and frustration that breaks out, when the vision of management does not align with the reality of what the teams are able to deliver. More often than not, it’s not a technological problem, but a cultural one.

When is an organisation ripe for cloud transformation? How can we make sure we are addressing the problems at their root? 
Kubernetes alone won’t save you, but with the right mindset, it might be just what you needed to save yourself.",https://www.linkedin.com/in/lian-li/,@chimney42,,,Conf42 Cloud Native 2021 - Lian Li - Kubernetes wont save you.pdf,cloud_lian.png,https://youtu.be/xfDDpCNt3LQ,kubernetes wont save you,
No,lessons learned,Daniel Bass,CTO,Zeti,,,,Building a Serverless FinTech Startup on Azure,"Hear from the CTO of Zeti about how he is building an entire FinTech startup completely on Serverless technology. Learn about the challenges we've faced, and the unique power of the Cloud Native Serverless technology we are using to solve them.

Zeti is a pay-per-mile green vehicle financing platform, accelerating the move to zero emission transport. We have a network of Internet of Things devices in vehicles tracking their usage. We monitor and retrieve the data from these devices using a serverless system built on Azure. You'll hear about how we designed and built that system, and the key challenges it solves - particularly those brought about by rolling lockdowns. You'll also hear about how Serverless benefits the environment compared to other techniques, and how it's excellent security profile makes it a good fit for Financial organizations. ",https://www.linkedin.com/in/daniel-bass-6843ab50/,@danbassdev,,,,cloud_danielbass.png,https://youtu.be/QtNAl56HXdI,"serverless,fintech,startup,azure",
No,lessons learned,Dhiraj Hegde,Architect,Salesforce,,,,Containing an Elephant: How we took HBase and HDFS from private data centers into Kubernetes and Public Cloud,"Operating a distributed system like HBase/Hadoop FS at peta byte scale took years to master in our private data centers. This talk describes our dramatic shift towards running a mission critical stateful application on Kubernetes in Public Cloud, why we did it and the challenges we had to overcome.

Salesforce runs a very large footprint of HBase and HDFS clusters in our data centers with multiple petabytes of data, billions of queries per day over thousands of machines. After more than a decade of running our own data centers, we pivoted towards public cloud for its scalability and availability. As part of this foray, we made a bold decision to move our HBase clusters from staid bare metal hosts to the dynamic and immutable world of containers and Kubernetes. This move brought with it a number of challenges which are likely to find echoes in other such mature stateful applications adapting to public cloud and Kubernetes. The challenges include
1. Limitations in Kubernetes while deploying large scale stateful applications
2. Failures in HBase/HDFS as the DNS records keep changing in Kubernetes
3. Resilience of HBase/HDFS even when a whole availability zone fails in Public Cloud
4. Introducing encryption in communication over untrusted public cloud networks without application being aware

 This talk will go over how we overcame these challenges and the benefits we are beginning to see from these efforts.",https://www.linkedin.com/in/dhirajlink/,@dhirajtxt,,,Conf42 Cloud Native 2021 - Dhiraj Hegde - Containing An Elephant.pdf,cloud_dhiraj.png,https://youtu.be/T3_UMV6_tKw,"hbase,hdfs,kubernetes,public cloud",
No,lessons learned,Shelby Spees,Developer Advocate,Honeycomb.io,,,,Graviton2: How Honeycomb Reduced Infra Spend by 40% on Its Highest-Volume Service,"How did Honeycomb have the confidence to migrate to a more efficient processor architecture, resulting in a 40% reduction in AWS spend on their backend ingest service? 

In this talk, Shelby Spees explores how Honeycomb’s platform engineering measured the risk and ROI of moving their high-traffic ingest workloads to the new ARM-based Graviton2 processor architecture. Learn how high-cardinality observability data supported performing side-by-side comparisons of the same workloads on different processor architectures, and how to gain similar insights into your own infrastructure.",https://www.linkedin.com/in/shelbyspees/,@shelbyspees,,,Conf42 Cloud Native 2021 - Shelby Spees - Adopting Graviton2.pdf,cloud_shelby.png,https://youtu.be/kq07tygRWAk,"graviton2,honeycomb,infra spend,highest-volume service",
No,lessons learned,Stephane Jourdan,CTO,CloudSkiff,,,,Why you should take care of infrastructure drift,"As infrastructure as code (IaC) becomes widely adopted by users with heterogenous skillsets, and as IaC codebases become larger and larger, it becomes harder to track drift. Drift is a deviation between the actual infrastructure state and the IaC codebase. It causes issues for security posture management, collaborative work, and maintenance. It’s hard to improve what you can’t measure! Can we define good metrics for drift? 

Developers track unit tests coverage to track how well unit tests match application code over time. Can we use an analogy and define infrastructure code coverage to track how well IaC matches the actual infrastructure state? 

In this talk, we will show how minor infrastructure drift can cause issues. We will then introduce various ways to track IaC coverage, and how we can use them to bring visibility into the state of infrastructure and anticipate common drift issues. We will also show how measuring IaC codebase also benefits IaC adoption.",https://www.linkedin.com/in/stephanejourdan/,@sjourdan,,,Conf42 Cloud Native 2021 - Stephane Jourdan - Infrastructure drift.pdf,cloud_stephane.png,https://youtu.be/--DgCAQwFVY,infrastructure drift,
No,lessons learned,Elder Moraes,Developer Advocate,Red Hat,,,,Your Java code Cloud Native ready: a live experience,"Is your Java code ready for the cloud-native age?

There are a lot of buzzwords around cloud-native. But the modern applications have indeed complex demands like automatic scalability, containers lifecycle, service mesh, observability, and more.
How can your code be ready? Can the Java ecosystem help you?

You bet! With the new Java release train, the latest MicroProfile updates, the orchestration of Kubernetes, and the modernity of Quarkus, you can turn your code cloud-native right now.
This is the best time ever for cloud-native with Java! And this 100% practical session will help you to get ready to apply all those technologies to your code today.
",https://www.linkedin.com/in/eldermoraes/,@elderjava,,,,cloud_elder.png,https://youtu.be/uTX_rsBCNys,"java code,cloud native ready",
No,lessons learned,Marco Coulter,Technical Evangelist,Tech-Whisperer.com,,,,Get ready to spend more on Cloud Native than you expect and be happy about it,"Cloud Native will reduce your cost, right? Sorry, Jevon says you are likely to end up spending more, and that you will probably be glad you did! Expect surprise Cloud Native microservices appearing in your cloud invoices. Learn what to prepare for and which will not work in the microservice ecology.

It seems common sense. Today, you pay for a server with a full stack. Tomorrow, you run just a microservice without that overhead. You will reduce your cost, right? Sorry, Jevon says you are likely to end up spending more, and that you will probably be glad you did! 

By stepping through IT's history of sprawl and consolidation cycles and weaving 'Jevon's Paradox' into the lessons learnt, this session prepares you for the surprise Cloud Native microservices appearing in your cloud invoices. Learn what to prepare for and which will not work in the microservice ecology.",https://www.linkedin.com/in/marcocoulter/,@marcocoulter,,,Conf42 Cloud Native 2021 - Marco Coulter - Get ready to spend more on cloud native than you expect and be happy about it.pdf,cloud_marco.png,https://youtu.be/mjzqcW5w-eI,spend more on cloud native,
No,lessons learned,Nicolas Frankel,Developer Advocate,Hazelcast,,,,"Pragmatic App Migration to the Cloud: Quarkus, Kotlin, Hazelcast and GraalVM in action","With the Cloud becoming ubiquitous, it's time to assert whether our traditional application stack is up to it.",https://www.linkedin.com/in/nicolasfrankel/,@nicolas_frankel,,,Conf42 Cloud Native 2021 - Nicolas Frankel - Pragmatic App Migration to the Cloud.pdf,cloud_nicolas.png,https://youtu.be/-0J5-_pCUs0,"app migration,cloud,quarkus,kotlin,hazelcast,graalvm",
No,lessons learned,Rob Zuber,CTO,CircleCI,,,,Low-Level Computing in a Cloud Native World,"At the core of most software incidents is a misalignment of data and algorithms, coupled with a pattern of human factors that take place in production. At CircleCI we see a lot of incidents and solve them not only for our own team but for thousands of engineering teams all over the world. 

Join CircleCI’s CTO, Rob Zuber as he uncovers a few instances when CS fundamentals didn’t pan out as they do in textbooks, and how to avoid them. ",https://www.linkedin.com/in/robzuber/,@z00b,,,,cloud_rob.png,https://youtu.be/9hD3AQGP8k4,cs fundamentals fail us,
No,lessons learned,Fabricio Buzeto,CTO,bxblue,,,,Building the Stonehenge using Gall’s law,"Gall’s Law states that all complex systems that work, evolved from simpler systems that also worked. Let me show you two examples of how to start small and simple and grow in complexity whilst improving your software application. Based on the background of two different companies, two different stacks and team formation. 

Sharing how we identified the hints for improvement, the techniques to support it, and the tools that aided through this path. Both cases going from tiny experiments to millions of transactions processed per hour.",https://www.linkedin.com/in/fabriciobuzeto/,@nukdf,,,Conf42 Cloud Native 2021 - Fabricio Buzeto - Building the Stonehenge using Galls Law.pdf,cloud_fabricio.png,https://youtu.be/sNOP42Jb6XY,"stonehenge,galls law",
No,lessons learned,Joe Karlsson,Software Engineer,MongoDB,,,,Save The World And Money with MongoDB Data Lakes,"Data centers are expensive, and also not very good for the environment. By 2040, storing digital data is set to create 14% of the world’s green house emissions. As a developer you probably work with a lot of data. Your clusters balloon and become more expensive every day. Now is the time to be a hero, save the world and your wallet.

In this live coding session, I will show you how to archive your cold MongoDB data automatically to an AWS S3 bucket using Serverless Triggers. I will also demonstrate how to keep querying this archived data using MongoDB Atlas Data Lake with zero downtime.

You walk away from this session with a clear understanding of data lakes, their features and capabilities. Join this session and be equipped to save the world.",https://www.linkedin.com/in/joekarlsson/,@joekarlsson1,,,Conf42 Cloud Native 2021 - Joe Karlsson - Save The World And Money With MongoDB Data Lakes.pdf,cloud_joe.png,https://youtu.be/fAvVxQknDL0,"save the world,data lakes",
No,lessons learned,Tom Granot,Developer Advocate,Lightrun,,,,Getting back to sleep as soon as possible for the on-call developer,"A walk through a close-to-real life incident from the perspective of the on-call developers. We will discuss practical and technical steps developers can take to increase observability while on-call (even when a serious, hard to debug issue arises).",https://www.linkedin.com/in/tomgranot/,@TomGranot,,,,cloud+es_tom.png,https://youtu.be/hbfBvjzPyus,on call developer,
